Sold_Price,DOM,Garage_Capacity,Quadrant,School_District,Total_Bedrooms,Total_Bathrooms,Total_SQ,month_sold
189000,67,2,SE,Cache,3,3,1325,10
219000,67,2,SE,Cache,3,3,1383,9
227110,67,2,SE,Cache,4,2,2131,8
429900,67,3,NW,Cache,5,3,4003,6
204000,68,2,SE,Cache,3,3,1460,10
224900,69,2,SE,Cache,2,2,2534,2
298900,70,2,SE,Cache,3,2,2522,5
292500,70,2,NW,Cache,5,2,2462,7
259900,71,2,SE,Cache,2,2,2470,4
309500,71,2,SE,Cache,3,2,2836,3
205000,72,2,NW,Cache,3,3,1824,1
217900,72,2,SE,Cache,3,3,1460,5
224900,72,0,SE,Cache,5,2,2302,2
207000,74,2,NW,Cache,3,3,1785,4
228000,74,2,SE,Cache,3,3,1759,10
339900,74,2,SE,Cache,3,2,3098,4
202130,75,2,SE,Cache,3,3,1767,8
200130,77,2,SE,Cache,3,3,1767,6
439900,77,1,NW,Cache,6,2,5585,4
213600,79,2,SE,Cache,3,3,1460,5
241000,79,2,NW,Cache,6,3,2598,11
286000,79,2,SE,Cache,3,2,3018,5
185000,80,0,SE,Cache,4,1,2064,1
204900,80,2,SE,Cache,3,3,1560,10
302900,80,2,SE,Cache,3,2,2828,11
304900,81,2,SE,Cache,3,2,3018,6
334900,81,3,SE,Cache,3,2,1649,9
335000,81,2,SE,Cache,4,3,2408,10
244900,83,2,SE,Cache,5,2,2096,1
193500,84,1,NW,Cache,3,1,1371,1
276500,84,2,NW,Cache,5,2,2374,5
301900,85,2,SE,Cache,3,2,2969,6
202000,86,2,NW,Cache,3,3,1785,1
199000,87,2,NW,Cache,3,3,1785,9
237000,87,0,SE,Cache,4,3,2760,12
307000,87,2,SE,Cache,6,3,2969,3
184015,88,2,NW,Cache,3,3,1785,1
335000,88,2,NW,Cache,3,2,2600,10
206500,89,2,SE,Cache,4,2,2410,3
201500,90,2,NW,Cache,3,3,1785,2
202000,90,2,SE,Cache,3,3,1404,9
205000,90,2,SE,Cache,3,3,1460,11
206900,92,2,SE,Cache,3,3,1404,5
304900,92,2,SE,Cache,3,2,2828,1
204400,95,2,SE,Cache,3,3,1759,8
299000,96,2,NW,Cache,3,2,2800,11
214900,97,2,SE,Cache,3,3,1460,4
283900,98,2,SE,Cache,5,3,3974,12
303600,98,3,SE,Cache,4,3,2320,9
200000,100,2,SE,Cache,3,3,1560,7
336900,100,3,SE,Cache,3,2,1649,9
219900,101,2,SE,Cache,3,3,1460,8
223900,102,2,SE,Cache,3,3,1460,8
200000,104,2,SE,Cache,3,3,1404,1
205000,104,2,SE,Cache,3,3,1460,1
195000,105,2,NW,Cache,3,3,1785,5
210000,105,2,SE,Cache,3,3,1560,4
307900,105,2,SE,Cache,3,2,3100,1
221500,107,2,SE,Cache,3,3,1460,7
242000,109,2,NW,Cache,5,2,2572,2
299900,109,2,SE,Cache,3,2,3386,6
213535,112,2,SE,Cache,3,3,1460,4
240000,112,1,SW,Cache,2,1,1443,1
249900,113,0,SE,Cache,4,2,2226,4
319000,113,3,NW,Cache,3,2,3160,7
202000,114,2,NW,Cache,3,3,1785,3
304000,114,3,NE,Cache,3,2,1670,3
389900,114,3,SE,Cache,3,2,3530,9
309900,115,2,SE,Cache,3,2,3100,5
307000,116,2,NW,Cache,3,2,3408,4
199000,118,2,NW,Cache,3,3,1785,10
200000,118,2,SE,Cache,3,3,1404,1
200000,119,2,SE,Cache,3,3,1404,9
200000,120,2,NW,Cache,3,3,1785,1
310000,121,2,SE,Cache,3,2,3070,3
353800,121,4,SE,Cache,4,3,2639,10
196900,123,2,NW,Cache,3,3,1785,7
234000,123,2,SE,Cache,4,2,2064,6
225000,124,2,NW,Cache,3,3,1852,4
332000,124,2,NE,Cache,6,3,2842,8
359900,125,2,NW,Cache,3,2,2312,8
346000,126,2,NW,Cache,6,2,2914,2
195900,127,2,SE,Cache,3,3,1560,6
202210,127,2,SE,Cache,3,3,1759,8
204000,127,2,SE,Cache,3,3,1460,2
267900,128,2,SE,Cache,2,2,2470,7
240000,129,2,SE,Cache,3,4,2107,10
244000,129,2,SW,Cache,3,3,1664,11
307200,129,3,NE,Cache,5,4,2905,8
205900,133,2,SE,Cache,3,3,1560,4
204900,133,2,SE,Cache,3,3,1560,1
217900,133,2,SE,Cache,3,3,1460,6
190000,134,2,NW,Cache,3,3,1785,5
195900,135,2,SE,Cache,3,3,1560,8
334900,136,3,SE,Cache,4,3,2449,2
193000,137,2,NW,Cache,3,3,1785,5
211900,138,2,SE,Cache,3,3,1767,2
199000,139,2,NW,Cache,3,3,1785,10
192000,140,2,SE,Cache,3,3,1460,4
212400,146,2,SE,Cache,3,3,1759,3
299900,148,2,SE,Cache,3,2,3100,5
339900,149,4,SE,Cache,4,3,2340,4
299900,152,2,SW,Cache,4,3,1877,4
202000,167,2,NW,Cache,3,3,1785,10
210000,169,2,SE,Cache,3,3,1560,4
288000,170,2,SE,Cache,3,2,3070,9
275000,174,2,SE,Cache,3,2,2522,4
208270,177,2,SE,Cache,3,3,1560,4
805000,179,3,SW,Cache,8,6,6831,9
205900,183,2,SE,Cache,3,3,1560,3
204000,184,2,SE,Cache,3,3,1460,2
194000,187,2,SE,Cache,3,3,1460,4
336900,187,2,SE,Cache,3,2,3530,3
204900,189,2,SE,Cache,3,3,1560,9
194000,192,2,SE,Cache,3,3,1460,5
355000,200,3,NW,Cache,5,4,3476,1
200535,203,2,SE,Cache,3,3,1560,9
339900,210,3,SE,Cache,3,2,2969,2
199000,219,2,NW,Cache,3,3,1785,10
282900,224,2,SE,Cache,3,2,3070,10
284900,226,2,SE,Cache,3,2,3018,5
200960,228,2,SE,Cache,3,3,1404,7
299900,250,2,SE,Cache,3,2,3018,5
269900,263,3,SE,Cache,3,3,2040,2
340000,300,3,SE,Cache,3,2,3100,7
174900,1,0,SW,Cache,3,1,1222,5
250000,1,2,NW,Cache,3,2,1098,11
178000,2,2,NW,Cache,3,2,1098,4
180000,2,0,SW,Cache,4,2,2208,4
236000,2,2,SE,Cache,3,2,1020,8
252900,3,2,NE,Cache,3,3,2136,10
310000,3,1,NE,Cache,4,2,2577,10
155000,4,0,SW,Cache,3,1,1179,2
185000,4,0,SW,Cache,3,2,1296,7
167000,5,2,SE,Cache,3,2,1544,5
215000,5,4,NW,Cache,3,3,2432,7
305000,5,2,NE,Cache,4,3,2884,12
126000,6,0,SE,Cache,3,1,1120,11
258500,6,0,SE,Cache,4,2,2333,7
253500,6,2,SE,Cache,4,2,1972,9
310000,6,2,SW,Cache,3,3,1718,11
180000,7,1,NE,Cache,3,1,1693,9
139000,13,0,SE,Cache,2,1,1019,4
180000,13,2,SW,Cache,3,2,1470,10
200000,14,2,SE,Cache,4,2,2348,12
289000,17,2,SW,Cache,5,4,3670,11
137500,25,1,SW,Cache,3,1,1088,4
204700,25,1,NE,Cache,4,2,2577,5
215000,26,2,SW,Cache,5,2,2017,3
248000,28,2,SE,Cache,4,2,1854,8
194000,33,0,SW,Cache,4,2,1969,3
85000,34,1,SE,Cache,3,1,1184,9
280000,42,1,SW,Cache,6,3,3386,8
255000,46,2,SW,Cache,4,3,2150,9
274000,48,0,SW,Cache,5,2,2123,11
230000,49,2,SW,Cache,3,3,2439,2
157000,55,0,SW,Cache,2,1,1092,3
132000,71,2,SW,Cache,3,1,948,1
229900,74,0,NW,Cache,4,2,2058,7
205000,108,0,SE,Cache,4,2,2176,3
126000,1,0,NW,Logan,2,2,954,11
133900,1,1,SW,Logan,2,2,1190,3
140000,1,1,NW,Logan,2,2,1224,7
145000,1,1,SW,Logan,2,2,1190,8
149000,1,1,NW,Logan,2,2,1224,7
146900,1,1,NE,Logan,2,2,1296,7
148900,1,0,SW,Logan,3,2,1224,7
150000,1,1,NW,Logan,2,2,1224,6
148400,1,0,SW,Logan,3,2,1224,11
150000,1,2,SW,Logan,3,2,1631,2
165000,1,1,SW,Logan,2,2,1190,6
158500,1,1,NW,Logan,2,2,1224,4
165000,1,1,NE,Cache,2,1,1004,1
159000,1,1,SW,Logan,2,2,1190,10
175000,1,1,NE,Logan,2,3,1074,10
163000,1,1,SW,Logan,2,2,1190,6
172000,1,1,NW,Logan,2,2,1224,7
175900,1,1,NE,Logan,3,2,1112,4
172500,1,1,SW,Logan,2,2,1190,11
175000,1,1,SE,Logan,2,1,646,7
175000,1,1,SW,Logan,2,2,1190,10
180000,1,3,SW,Logan,2,1,1788,7
175000,1,0,NE,Cache,3,3,1626,4
184900,1,2,NW,Logan,3,3,1485,5
190000,1,2,NW,Logan,3,3,1412,8
195000,1,2,NW,Logan,3,2,1360,4
205900,1,1,NE,Logan,4,2,2094,11
197000,1,2,NW,Logan,2,2,1108,5
201000,1,1,NE,Logan,3,1,1866,5
195000,1,2,SE,Logan,3,1,1673,8
200000,1,0,SW,Logan,4,2,1872,9
211000,1,2,NW,Logan,3,2,1360,9
215000,1,2,NW,Logan,4,2,2256,2
210000,1,2,NW,Logan,3,2,1360,10
225000,1,2,SE,Logan,5,2,1901,4
225000,1,0,SW,Logan,3,2,1157,4
211325,1,1,NE,Logan,2,1,1135,2
226000,1,0,NW,Logan,3,1,1193,9
200000,1,2,SW,Logan,3,2,1371,5
225000,1,2,SW,Logan,3,3,1592,1
229900,1,2,SW,Logan,3,3,1613,6
227000,1,0,NW,Logan,3,2,2093,8
230000,1,2,SW,Logan,3,3,1481,5
234900,1,1,SE,Logan,2,1,1545,4
256000,1,1,NE,Logan,3,1,1866,7
239900,1,1,SW,Logan,4,2,2669,6
254000,1,1,NE,Logan,3,2,1704,9
251000,1,2,SW,Logan,3,2,1520,7
252500,1,2,NW,Logan,4,2,2026,7
268000,1,1,NE,Logan,4,2,3062,6
275500,1,1,SE,Logan,5,2,2116,5
274000,1,2,SW,Logan,4,3,2052,3
287000,1,2,SW,Logan,4,2,2016,11
285000,1,2,SW,Logan,3,3,1710,8
295000,1,2,SE,Logan,4,4,2366,5
298500,1,2,NW,Logan,3,2,1990,7
311500,1,2,NE,Cache,5,3,2772,6
313000,1,2,NW,Logan,3,3,2213,9
345500,1,2,NE,Logan,6,3,2810,9
358000,1,3,SW,Logan,4,3,1879,9
375000,1,2,NE,Logan,6,3,3306,10
50000,2,0,NW,Logan,3,2,1248,6
127900,2,0,NW,Logan,2,2,992,9
132900,2,1,SW,Logan,2,2,1190,3
133500,2,1,SW,Logan,2,2,1190,3
135500,2,2,NE,Logan,3,2,1328,4
148100,2,1,NW,Logan,2,2,1116,5
161000,2,0,NE,Logan,2,1,1104,10
150000,2,0,SW,Logan,3,2,1060,6
155000,2,1,SW,Logan,2,2,1190,11
154000,2,0,NE,Logan,2,1,816,8
160000,2,1,NW,Logan,2,2,1224,6
160000,2,0,NW,Logan,1,1,694,6
165000,2,1,NE,Logan,2,1,1248,8
160000,2,1,SW,Logan,2,2,1190,1
164000,2,1,SW,Logan,2,2,1190,6
165000,2,0,NE,Logan,3,2,1170,5
160000,2,1,NW,Logan,2,2,1224,7
168000,2,1,SW,Logan,2,2,1190,6
170000,2,0,NW,Logan,3,1,1044,5
170000,2,0,SE,Logan,2,1,1207,8
172000,2,1,NW,Logan,3,3,1247,10
175000,2,2,NW,Logan,2,2,1178,6
177000,2,2,NW,Logan,2,2,1210,9
177900,2,2,NW,Logan,3,3,1378,3
190000,2,5,NW,Logan,3,2,2364,1
176000,2,1,NW,Logan,2,2,1224,6
181500,2,1,SW,Logan,3,1,1886,8
184300,2,0,NE,Logan,4,1,2896,5
186000,2,2,NW,Logan,3,3,1600,6
189000,2,1,NW,Logan,4,2,2042,3
183500,2,20,SW,Logan,3,1,1075,2
185000,2,2,SW,Logan,3,1,1107,7
192500,2,1,NW,Logan,3,1,1821,8
192900,2,1,NW,Logan,3,3,1262,1
189000,2,2,NW,Logan,3,2,1360,3
195250,2,2,NW,Logan,3,1,1641,5
210000,2,2,SW,Logan,4,2,1824,4
200000,2,2,SW,Logan,3,3,1669,1
208000,2,2,SW,Logan,3,2,1524,5
210000,2,2,NW,Logan,3,3,1565,7
215000,2,2,NW,Logan,3,2,1435,2
235000,2,1,NE,Logan,5,2,2268,7
219500,2,2,NW,Logan,2,2,1280,3
219000,2,2,SW,Logan,3,2,1389,10
223000,2,2,NW,Logan,4,2,1952,5
220000,2,0,SW,Logan,3,1,1050,10
219000,2,2,NW,Logan,4,3,1564,5
227500,2,0,NW,Logan,4,2,1848,11
229000,2,2,NE,Logan,3,3,2044,6
230000,2,2,NW,Logan,3,2,1608,9
227500,2,2,SW,Logan,3,3,1800,11
229000,2,1,NE,Logan,3,2,1776,6
237000,2,2,SW,Cache,3,3,1588,7
240000,2,2,SW,Logan,3,1,2050,8
240000,2,2,NW,Logan,3,3,2104,6
234900,2,2,SW,Logan,3,3,1586,4
244000,2,1,NW,Logan,4,2,1782,6
244500,2,2,SW,Logan,3,3,2214,4
240000,2,1,SW,Logan,5,3,2295,11
239900,2,1,SE,Logan,4,2,2240,3
239900,2,2,NW,Logan,4,4,2631,4
229000,2,2,SW,Logan,4,2,2184,10
250000,2,0,SW,Logan,4,2,1904,10
240000,2,2,NE,Logan,5,3,3494,4
253850,2,2,SW,Logan,5,3,1945,6
239900,2,0,SW,Logan,4,2,1848,10
250000,2,1,NW,Logan,3,2,1515,10
252000,2,2,NW,Logan,3,2,1802,6
258000,2,1,SW,Logan,3,2,1897,8
260000,2,0,NE,Logan,4,2,2100,6
244000,2,2,NE,Logan,4,3,2632,12
262000,2,2,NE,Logan,3,2,1907,10
262150,2,0,NE,Logan,5,3,2716,11
268000,2,2,SW,Logan,3,2,1470,2
275000,2,2,SW,Logan,4,2,1636,7
265000,2,2,NW,Logan,4,2,2495,5
272000,2,2,NE,Logan,4,3,2933,4
270000,2,2,NW,Logan,3,3,1650,4
271000,2,2,NW,Logan,3,3,1653,4
291000,2,2,NW,Logan,3,3,1650,11
290000,2,2,SW,Logan,4,3,1841,7
299000,2,2,SW,Logan,4,2,1745,11
300000,2,1,NE,Logan,5,2,2122,8
295000,2,2,NE,Logan,4,3,1698,8
316000,2,1,NE,Logan,4,2,2296,10
305000,2,2,NW,Logan,5,3,2180,7
320000,2,2,SW,Cache,3,3,1650,10
320000,2,2,SW,Logan,3,3,1948,8
335000,2,2,SW,Logan,3,3,1750,10
346000,2,2,NE,Logan,4,3,3700,5
345900,2,2,NE,Logan,5,4,3644,7
490000,2,2,NE,Logan,5,3,3218,8
565000,2,1,NE,Logan,4,2,2054,4
660000,2,2,NE,Logan,8,3,3784,7
114000,3,0,NW,Logan,2,1,904,9
120000,3,0,NE,Logan,2,1,763,5
132150,3,1,SW,Logan,2,2,1190,1
136500,3,1,NE,Cache,2,1,1003,5
150500,3,1,NW,Logan,3,2,1116,5
138000,3,1,SW,Logan,2,2,1190,6
140500,3,1,SW,Logan,2,2,1190,10
143000,3,1,NW,Logan,2,2,1224,3
139900,3,1,NE,Logan,2,1,838,4
144900,3,0,SW,Logan,2,2,992,8
147500,3,1,NE,Logan,2,3,1370,8
148200,3,0,SW,Logan,2,1,1037,2
151500,3,1,SW,Logan,2,1,869,5
150000,3,2,NE,Logan,2,2,1440,5
162000,3,0,SW,Logan,2,2,1372,6
150000,3,1,NE,Logan,2,1,814,5
145000,3,0,NW,Logan,3,1,1451,5
155900,3,1,SW,Logan,2,2,1190,6
157900,3,1,NE,Logan,2,1,1135,5
157500,3,1,SW,Logan,2,2,1190,10
159900,3,0,SW,Logan,3,2,1936,1
165000,3,0,NE,Logan,1,1,928,5
157900,3,1,SW,Logan,2,2,1190,9
158000,3,1,SW,Logan,2,2,1190,11
158000,3,2,NW,Logan,3,2,1360,4
169000,3,0,NW,Logan,3,1,1818,7
165000,3,1,SW,Logan,2,2,1190,3
164000,3,1,SW,Logan,2,2,1190,4
164700,3,1,SW,Logan,2,2,1190,6
167500,3,1,NW,Logan,2,2,1224,9
175000,3,1,NW,Logan,3,2,1360,9
169000,3,1,SW,Logan,2,2,1190,8
169000,3,2,NW,Logan,3,2,1360,8
175000,3,2,NW,Logan,3,2,1360,10
172000,3,2,NW,Logan,3,2,1360,3
180000,3,0,NE,Logan,4,3,1974,2
185000,3,2,NW,Logan,3,3,1584,4
182000,3,2,NW,Logan,3,2,1360,5
187000,3,0,NW,Logan,3,1,975,8
185900,3,2,NW,Logan,3,3,1593,7
195000,3,0,SW,Logan,3,2,1224,11
190000,3,1,NE,Logan,5,2,3259,7
190000,3,2,SW,Logan,3,3,1309,8
207000,3,0,NE,Logan,6,2,1959,10
216000,3,1,NW,Logan,4,2,1562,5
206000,3,0,SW,Logan,4,1,1646,10
205000,3,2,SW,Logan,3,3,1670,5
204900,3,1,NE,Logan,3,2,1452,9
209900,3,2,NW,Logan,3,2,1418,12
210000,3,2,NE,Logan,3,2,2400,6
205000,3,1,NE,Logan,3,1,1126,12
215000,3,2,SW,Logan,5,2,1800,6
225000,3,1,SW,Logan,3,2,1296,7
220000,3,2,NW,Logan,3,3,2620,5
227000,3,0,SW,Logan,3,1,1050,10
219500,3,2,NE,Logan,3,1,1948,6
224000,3,2,SW,Logan,3,3,1368,4
223900,3,1,NE,Logan,2,1,1130,3
219900,3,2,NW,Logan,3,3,1596,7
220000,3,0,NW,Logan,3,2,1394,6
224900,3,2,NE,Logan,3,2,1355,5
242000,3,0,SW,Logan,3,2,1590,6
239500,3,2,NW,Logan,3,2,1464,5
243000,3,4,SW,Logan,3,2,1801,8
246000,3,2,SW,Logan,4,2,1649,5
240000,3,2,SW,Logan,4,3,1879,7
250000,3,2,NW,Logan,3,2,1269,4
247000,3,0,SW,Logan,5,2,1830,7
245900,3,2,SW,Logan,4,3,1815,10
253500,3,2,NE,Logan,3,2,1716,3
265000,3,2,SW,Logan,3,2,1581,8
253000,3,0,SW,Logan,4,2,2435,6
257000,3,2,NE,Logan,2,2,1480,10
260000,3,2,NE,Logan,4,3,2168,1
256100,3,2,SW,Logan,4,3,2020,3
262500,3,2,SW,Logan,4,3,2001,6
262400,3,1,SW,Logan,4,2,2308,8
275000,3,2,SW,Logan,4,3,1991,6
269500,3,2,SE,Logan,5,3,2304,1
260000,3,2,SW,Logan,4,3,2024,8
278000,3,2,NW,Logan,3,3,1643,6
270000,3,0,NE,Logan,5,2,2379,6
272000,3,2,SW,Logan,4,3,1879,7
270000,3,2,SW,Logan,3,2,1724,7
272500,3,1,NW,Logan,4,1,2274,10
280000,3,2,SW,Logan,4,3,1890,6
275000,3,1,NE,Logan,4,2,2120,8
282000,3,1,NE,Logan,5,3,2496,6
300000,3,2,NE,Logan,4,3,2376,10
294000,3,2,SW,Logan,4,3,1840,7
302000,3,1,NW,Logan,3,2,1952,11
319000,3,2,NE,Logan,5,3,2836,3
298500,3,2,NE,Logan,4,2,2376,9
291500,3,2,NE,Logan,3,3,2878,8
317000,3,1,SW,Logan,4,2,2560,9
315000,3,4,NW,Logan,7,3,3298,4
315000,3,2,NE,Logan,5,3,2840,3
313000,3,0,NE,Logan,4,4,3077,3
329900,3,2,NE,Logan,3,2,3281,7
360000,3,2,SE,Logan,5,3,3182,2
349900,3,2,SW,Logan,5,3,2052,8
365000,3,4,SW,Logan,5,3,2585,7
415000,3,3,SW,Logan,5,3,3111,5
680000,3,3,NE,Cache,6,4,5113,8
106000,4,0,NW,Logan,2,1,904,7
128000,4,0,NW,Logan,2,2,1044,9
147000,4,0,SW,Logan,3,2,1224,4
135000,4,1,NE,Logan,2,2,1296,7
146000,4,1,NW,Logan,2,2,1116,6
145000,4,1,SW,Logan,2,2,1190,12
144800,4,1,NW,Logan,2,2,1224,7
154900,4,2,NW,Logan,3,2,1360,1
166200,4,0,NW,Logan,2,1,994,4
153750,4,1,NE,Logan,2,1,734,6
163000,4,0,NW,Logan,2,1,1028,5
160000,4,1,NE,Logan,3,1,1055,6
159000,4,1,SW,Logan,2,2,1190,3
170000,4,0,NW,Logan,3,1,1086,7
165000,4,0,NE,Logan,3,2,1331,8
166500,4,1,SW,Logan,2,2,1190,7
171000,4,1,NW,Logan,2,2,1506,5
171500,4,1,NW,Logan,3,2,1152,5
177200,4,2,NW,Logan,3,3,1571,1
174900,4,2,NW,Logan,3,3,1354,6
174900,4,1,SW,Logan,2,2,1190,9
178900,4,0,NW,Logan,2,1,1296,4
180900,4,2,NW,Logan,3,2,1560,5
180500,4,2,NW,Logan,4,3,1388,5
190000,4,2,SE,Logan,4,2,2266,9
190000,4,1,SW,Logan,3,1,1470,9
207000,4,1,NE,Cache,3,3,1320,7
205000,4,2,SW,Logan,2,1,1056,4
199900,4,1,SW,Logan,5,2,2692,1
205000,4,0,SW,Logan,3,1,1502,6
199900,4,2,SW,Logan,3,3,1309,8
198500,4,2,NW,Logan,3,3,1636,5
205000,4,2,NW,Logan,3,3,1583,7
208000,4,2,SW,Logan,3,1,1135,11
208900,4,2,SW,Logan,3,3,1680,5
218000,4,2,SE,Logan,3,3,2544,2
190000,4,2,SW,Logan,3,2,1245,2
212000,4,2,NW,Logan,3,3,1616,3
215000,4,1,NW,Logan,3,2,2100,4
215000,4,2,SW,Logan,3,2,1606,7
214000,4,0,NW,Logan,4,2,1756,5
227000,4,0,NE,Logan,3,2,2016,3
219000,4,0,SW,Logan,3,1,1090,7
220000,4,2,SW,Logan,4,3,1568,1
220000,4,0,SW,Logan,3,2,1425,7
220000,4,2,NW,Logan,3,3,1592,7
223000,4,1,NW,Logan,4,1,2270,5
226000,4,0,NW,Logan,4,2,2100,9
222900,4,2,NW,Logan,4,3,1640,10
231900,4,2,SW,Cache,3,3,1409,5
233500,4,0,SW,Logan,4,2,1920,3
238000,4,0,SW,Logan,3,2,1423,7
243000,4,2,NW,Logan,3,3,1336,5
244000,4,2,SW,Logan,3,2,1357,9
235000,4,2,SW,Cache,3,3,1860,6
235000,4,1,NW,Logan,4,2,2068,3
235000,4,0,NW,Logan,4,2,2172,4
236000,4,2,NW,Logan,4,3,1592,4
235000,4,2,NE,Cache,3,3,1525,8
245000,4,2,SE,Logan,3,1,1188,11
236330,4,2,NW,Logan,2,1,2200,11
242500,4,0,SE,Logan,3,2,1620,8
243900,4,1,SW,Logan,4,2,1788,6
241500,4,2,SW,Logan,5,3,2006,8
247500,4,2,NE,Logan,4,2,1971,9
260000,4,1,NE,Logan,3,2,1590,6
250500,4,1,NE,Logan,5,2,2046,6
272600,4,4,SW,Logan,3,2,1363,10
264500,4,1,NE,Logan,3,2,2043,7
282500,4,1,NW,Logan,3,2,1704,8
262500,4,2,NW,Logan,4,2,2116,10
271000,4,2,SW,Logan,4,3,2160,7
278000,4,2,SW,Logan,4,3,1838,9
280000,4,2,SE,Logan,4,2,2506,5
296000,4,3,SE,Logan,5,4,3044,7
300000,4,2,NE,Logan,6,3,3148,5
310000,4,2,NW,Logan,4,3,1633,10
316400,4,2,SW,Logan,4,3,1873,9
315000,4,2,NE,Logan,4,3,2832,8
319900,4,2,NE,Logan,5,3,2798,2
331000,4,2,NE,Logan,5,3,2462,10
394900,4,2,NE,Logan,5,4,3901,4
405000,4,2,SE,Logan,5,4,3272,10
503200,4,2,NE,Logan,5,3,3171,10
120000,5,0,NE,Logan,2,1,854,5
122000,5,0,NE,Logan,2,1,816,5
134900,5,0,NW,Logan,2,1,904,4
137500,5,1,SW,Logan,2,2,1190,6
145500,5,1,SW,Logan,2,2,1190,5
148372,5,0,NW,Logan,2,2,1090,7
143000,5,1,NW,Logan,2,2,1224,4
144750,5,1,SW,Logan,2,2,1190,8
145100,5,0,SE,Logan,2,1,1547,2
149000,5,1,SW,Logan,2,2,1190,7
150000,5,0,NW,Logan,3,2,1224,7
153000,5,1,NE,Logan,4,2,2610,11
151000,5,0,NW,Logan,2,1,904,9
159000,5,1,SW,Logan,1,1,912,5
160000,5,1,SE,Logan,3,1,1302,5
165000,5,1,SW,Logan,2,2,1190,7
177500,5,0,NE,Logan,2,1,769,10
168999,5,1,SW,Logan,2,2,1190,6
175000,5,0,NE,Logan,3,1,1068,3
162000,5,0,NE,Logan,2,1,624,3
171000,5,1,SW,Logan,2,2,1190,10
181545,5,2,SW,Logan,3,3,1309,4
190000,5,1,SW,Logan,3,2,1874,6
190000,5,1,NE,Logan,3,2,1626,4
183000,5,2,NW,Logan,3,2,1398,6
190000,5,0,SE,Logan,4,1,1379,9
190600,5,1,NE,Logan,4,2,1882,3
189900,5,2,NW,Logan,3,3,1369,11
189900,5,0,SW,Logan,3,2,1512,6
175000,5,2,NW,Logan,3,3,1378,1
199000,5,2,SW,Logan,3,2,1023,11
190000,5,0,SW,Logan,4,2,1904,4
221300,5,2,NW,Logan,4,3,1560,8
212000,5,0,SW,Logan,3,2,1064,5
220000,5,2,SE,Logan,5,2,2142,9
209900,5,2,NE,Logan,2,2,1686,12
209900,5,2,SW,Logan,2,1,936,5
210000,5,1,SE,Logan,4,2,1972,8
210000,5,2,NW,Logan,3,3,1371,8
210000,5,0,NE,Logan,3,1,1427,8
209000,5,0,NW,Logan,3,1,1404,3
221000,5,2,NE,Logan,2,2,1452,8
221000,5,1,NE,Logan,4,2,2306,7
219000,5,2,NE,Logan,4,2,1836,6
223000,5,1,NW,Logan,3,2,1928,4
228000,5,2,SW,Logan,3,2,1100,7
220000,5,0,SW,Logan,5,3,1808,7
218000,5,2,SW,Logan,3,2,1175,10
218000,5,2,NW,Logan,3,3,1559,2
226000,5,2,NW,Logan,3,3,1673,6
280000,5,2,SW,Logan,5,2,2344,9
225000,5,2,SW,Logan,3,3,1621,11
227000,5,2,NE,Logan,3,2,2040,4
232900,5,1,SW,Logan,3,2,1850,8
215000,5,2,NE,Logan,4,2,2112,4
235000,5,2,SW,Logan,3,2,1211,6
231000,5,0,NE,Logan,5,3,2140,6
226750,5,0,SE,Cache,4,2,2100,8
230000,5,0,NW,Logan,4,2,2102,4
243000,5,2,NE,Logan,4,2,2524,5
235500,5,2,NE,Logan,4,2,1862,9
234900,5,2,SW,Logan,3,3,1837,4
211000,5,0,SW,Logan,5,3,2450,3
239000,5,1,NE,Logan,4,2,2608,5
243000,5,2,NW,Logan,4,4,2631,8
250000,5,2,SW,Logan,4,2,2058,3
240000,5,1,NW,Logan,4,2,2278,6
256700,5,2,SW,Logan,4,3,1805,2
263500,5,2,SW,Logan,3,2,1248,9
246500,5,0,NW,Logan,4,1,2077,10
256000,5,2,NE,Logan,5,2,2068,11
285000,5,1,SW,Logan,3,2,1303,11
285000,5,2,NE,Logan,5,3,2786,6
274000,5,2,SW,Logan,3,3,1859,3
279500,5,1,NE,Logan,3,2,2586,3
265000,5,2,NE,Logan,4,2,3052,4
270000,5,2,NE,Logan,4,2,3700,5
302000,5,3,SW,Logan,4,3,2269,6
322900,5,2,SW,Logan,4,2,2400,8
310000,5,2,SW,Logan,4,3,2606,10
336000,5,0,SE,Logan,4,2,1841,6
335000,5,2,SW,Logan,3,3,1879,10
330000,5,1,NE,Logan,3,3,3448,4
339900,5,2,NE,Logan,4,3,2946,8
405000,5,2,NE,Cache,6,4,3265,9
415000,5,2,SW,Cache,5,3,3300,9
415000,5,4,NE,Logan,5,3,3364,10
471000,5,2,NE,Logan,6,4,3756,10
134900,6,0,NE,Logan,3,2,1526,1
150000,6,2,NW,Logan,2,1,966,9
142000,6,1,SW,Logan,2,2,1190,5
147000,6,1,SW,Logan,2,2,1190,5
152000,6,1,SW,Logan,2,2,1190,7
171500,6,2,SW,Logan,3,1,1792,8
165000,6,2,SW,Logan,3,3,1309,2
170000,6,0,SE,Logan,2,2,1178,6
165000,6,1,NE,Cache,2,1,1003,2
167000,6,1,NE,Logan,2,2,1170,3
173000,6,1,NW,Logan,2,2,1224,8
168000,6,2,SW,Logan,4,1,1458,10
180000,6,1,SW,Logan,2,2,1190,10
178000,6,1,NW,Logan,3,2,1152,8
182900,6,1,SW,Logan,2,2,1190,9
191000,6,0,SW,Logan,3,2,1424,4
